date,Peak Demand (MW)
2018-03-07,33210
2018-03-08,33298
2018-03-09,30846
2018-03-10,27869
2018-03-11,27337
2018-03-12,32216
2018-03-13,32947
2018-03-14,32961
2018-03-15,30597
2018-03-16,29049
2018-03-17,28357
2018-03-18,26727
2018-03-19,29764
2018-03-20,30401
2018-03-21,31240
2018-03-22,29941
2018-03-23,28309
2018-03-24,28003
2018-03-25,27480
2018-03-26,29284
2018-03-27,29180
2018-03-28,29417
2018-03-29,29183
2018-03-30,29059
2018-03-31,26829
2018-04-01,27859
2018-04-02,31952
2018-04-03,30845
2018-04-04,32884
2018-04-05,30613
2018-04-06,29925
2018-04-07,31185
2018-04-08,29329
2018-04-09,30754
2018-04-10,30706
2018-04-11,28802
2018-04-12,30139
2018-04-13,30491
2018-04-14,28317
2018-04-15,29400
2018-04-16,31895
2018-04-17,29011
2018-04-18,29521
2018-04-19,29222
2018-04-20,29059
2018-04-21,26831
2018-04-22,26268
2018-04-23,27477
2018-04-24,28682
2018-04-25,28546
2018-04-26,28096
2018-04-27,27375
2018-04-28,26993
2018-04-29,27410
2018-04-30,30766
2018-05-01,30644
2018-05-02,31796
2018-05-03,31252
2018-05-04,30301
2018-05-05,30392
2018-05-06,32378
2018-05-07,36603
2018-05-08,36072
2018-05-09,38522
2018-05-10,37721
2018-05-11,36972
2018-05-12,34864
2018-05-13,35966
2018-05-14,39656
2018-05-15,38325
2018-05-16,36835
2018-05-17,38715
2018-05-18,38650
2018-05-19,37315
2018-05-20,33297
2018-05-21,34840
2018-05-22,38798
2018-05-23,40154
2018-05-24,40270
2018-05-25,39124
2018-05-26,41743
2018-05-27,41159
2018-05-28,41389
2018-05-29,42736
2018-05-30,43666
2018-05-31,43900
2018-06-01,44488
2018-06-02,42928
2018-06-03,37605
2018-06-04,38047
2018-06-05,42800
2018-06-06,46187
2018-06-07,44731
2018-06-08,45758
2018-06-09,44163
2018-06-10,44333
2018-06-11,46259
2018-06-12,45626
2018-06-13,46086
2018-06-14,46115
2018-06-15,47228
2018-06-16,45322
2018-06-17,42684
2018-06-18,43624
2018-06-19,43133
2018-06-20,40225
2018-06-21,41211
2018-06-22,40071
2018-06-23,40966
2018-06-24,40560
2018-06-25,42814
2018-06-26,43995
2018-06-27,49765
2018-06-28,51524
2018-06-29,51075
2018-06-30,50000
2018-07-01,46985
2018-07-02,48880
2018-07-03,47981
2018-07-04,46893
2018-07-05,47575
2018-07-06,44505
2018-07-07,42425
2018-07-08,42962
2018-07-09,47821
2018-07-10,48406
2018-07-11,49348
2018-07-12,48271
2018-07-13,49225
2018-07-14,47238
2018-07-15,43797
2018-07-16,47025
2018-07-17,45664
2018-07-18,46086
2018-07-19,48451
2018-07-20,49952
2018-07-21,47739
2018-07-22,44376
2018-07-23,44571
2018-07-24,47796
2018-07-25,46126
2018-07-26,44514
2018-07-27,41966
2018-07-28,40340
2018-07-29,37672
2018-07-30,39823
2018-07-31,40065
2018-08-01,43774
2018-08-02,46538
2018-08-03,45065
2018-08-04,44261
2018-08-05,44363
2018-08-06,45732
2018-08-07,44327
2018-08-08,42824
2018-08-09,44913
2018-08-10,44115
2018-08-11,42047
2018-08-12,41254
2018-08-13,44800
2018-08-14,43575
2018-08-15,42992
2018-08-16,46928
2018-08-17,45752
2018-08-18,42202
2018-08-19,40151
2018-08-20,39894
2018-08-21,38899
2018-08-22,38614
2018-08-23,39400
2018-08-24,41050
