date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-10-12,49860,49154,47347,44848,41751,38410,35630,33851,32616,31935,32017,33630,36280,37451,38410,41306,44702,47982,51238,54544,57005,58668,59148,58225
2015-10-13,55696,54548,52354,48904,44441,40077,36817,34553,33097,32196,32133,33805,36920,37800,37721,39338,41583,44043,46469,49156,51520,53054,53670,52819
2015-10-14,50208,48304,45853,42507,38364,34293,31267,29604,28536,27840,27952,29661,32857,34011,34184,35917,38377,41171,44056,47239,50192,52612,54013,53436
2015-10-15,50823,49215,46782,43596,39674,35850,32968,31101,29826,29141,29265,30872,34008,35087,35172,37189,39828,42583,45399,48540,51152,53025,53980,53069
2015-10-16,50372,49032,47089,44163,40251,36385,33300,31211,29888,29177,29355,30799,33808,34918,35120,36987,39363,41428,43496,45676,47522,48888,49451,48427
2015-10-17,45511,44167,42049,39628,36881,33914,31360,29566,28354,27503,27145,27389,28201,29090,30111,31903,33534,35028,36489,37940,39273,40544,41313,40892
2015-10-18,39411,39186,37958,36160,33935,31461,29327,27809,26702,25943,25564,25715,26294,26792,27757,29464,30967,32253,33609,34967,36449,37803,38905,39166
2015-10-19,38371,38948,37967,36028,33232,30288,28091,26714,25983,25744,26220,28020,31199,32423,32483,33646,35082,36323,37575,39085,40438,41717,42501,42256
2015-10-20,41084,41422,40302,38109,34884,31589,29370,27944,27091,26701,27047,28727,32071,33348,33360,34584,36251,37758,39064,40872,42303,43534,44359,43936
2015-10-21,43086,43719,42826,40807,37741,34716,32237,30741,29919,29583,30022,31949,35663,37311,37212,38232,39755,41223,42806,44633,46129,47183,47648,47170
2015-10-22,45846,46152,44973,42777,39671,36257,33760,32126,31106,30447,30690,32450,35866,37520,37544,38632,40002,41374,42404,43180,43653,44094,44231,43677
2015-10-23,43225,43861,43274,41564,38781,35816,33696,32311,31432,30950,31078,32856,36300,38159,38339,39239,40443,41399,42044,42746,43237,43370,43205,42632
2015-10-24,42062,42175,41319,39969,38197,35903,33780,32285,31164,30468,30257,30614,31459,32727,33853,35223,36538,36961,36759,36081,35319,34781,34582,34520
2015-10-25,34892,35353,34708,33622,32079,30258,28533,27248,26356,25809,25707,25881,26474,27446,28554,29984,31003,31611,31856,31803,31680,31656,31786,32093
2015-10-26,32616,34004,33547,32313,30236,27965,26263,25301,24910,24860,25386,27252,30561,32309,32141,32788,33507,34071,34636,35399,35989,36368,36678,36659
