date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-08-30,30380,30308,29453,27574,25706,23962,22968,22865,22390,21904,22055,22272,22229,22925,24122,25560,26627,27644,28783,29437,30081,30468,30841,30728
2015-08-31,30075,30259,29264,27169,25132,23946,22785,22213,22065,22170,23061,25055,25999,26260,27085,28437,29826,31326,32916,34248,35430,36353,36670,36095
2015-09-01,35194,34666,33402,30567,27898,25852,24770,24275,23585,23454,24348,25968,26463,26666,28280,30489,32641,34719,36462,37769,38709,39233,39238,38416
2015-09-02,37032,36790,35171,32160,29410,27253,26006,25300,24652,24425,25236,27039,27222,27695,29288,31618,33665,35687,37394,38593,39425,38803,39201,38281
2015-09-03,37233,37307,35542,33043,29875,28028,26579,25732,25176,25059,25908,27924,29217,29312,30111,31592,33111,35151,36865,38168,38319,37976,37213,36644
2015-09-04,34992,35241,34005,31579,28612,26955,25667,24543,24095,24052,24722,26281,26793,27199,29128,31507,34037,36523,38769,40004,40666,40648,39769,38417
2015-09-05,36618,35770,34345,31948,29529,27677,26132,25007,24430,23812,23689,24037,23397,24571,26454,28876,31378,33718,35454,36511,36805,36480,35748,34753
2015-09-06,33312,32843,31387,29204,27021,25167,24161,23050,22298,22235,22065,22264,22034,22732,24674,26736,28891,30857,32605,33933,34531,34666,34395,33608
2015-09-07,32020,31397,29942,27980,25794,23969,22532,21691,21785,21579,21676,22050,21697,22318,24487,26611,28813,30758,32203,33265,33979,34304,34272,33673
2015-09-08,32661,32658,31292,28810,26209,24472,23403,22773,22294,22303,23328,25312,26450,26823,28285,29964,31555,33074,34403,35467,35960,36233,36008,35249
2015-09-09,34413,34432,33060,30483,28103,26263,25298,24849,24298,24249,25159,27039,27509,27803,28997,30730,32596,34360,36160,37304,38352,38881,38792,37542
2015-09-10,36406,36104,34155,31333,28789,26734,26013,25316,24731,24608,25398,27322,27791,27813,28933,30541,32345,34100,35471,36271,35939,35101,34578,33768
2015-09-11,32932,33018,31704,29398,27427,25586,24557,24041,23583,23610,24335,25943,26523,26835,27901,29275,30747,32138,33571,34725,35381,35557,35127,33942
2015-09-12,32593,32170,30542,28739,26825,25326,23999,23219,22637,22610,22752,22889,23507,23876,24514,25585,26348,26917,27443,28070,28519,28795,28681,27957
2015-09-13,26937,27007,26056,24465,22667,20936,20023,19737,19504,19222,19180,19096,19183,20048,20694,21693,22179,22974,23827,24643,25478,26139,26761,26480
2015-09-14,25772,26130,24992,23084,21051,19547,19310,19228,19008,19086,19601,21660,22811,22765,23338,24290,24844,25613,26401,27447,28345,29100,29619,29401
2015-09-15,28550,28695,27249,24679,22456,21064,20475,20303,19951,19926,20625,22369,23486,23368,23771,25308,26212,27333,28430,29223,30178,30565,30605,29860
2015-09-16,29451,29919,28572,26318,24355,22806,21917,21165,20763,20753,21602,23601,24134,24179,24888,25988,27172,28076,29731,29976,30754,30981,31111,30389
2015-09-17,30169,30392,29142,26938,24804,23247,22531,22052,21546,21493,22198,23890,24340,24481,25308,26403,27573,28836,30353,31676,32730,33547,33591,32783
2015-09-18,31724,31699,30118,27904,25269,23620,22624,22079,21559,21421,22269,23728,24080,24322,25650,26922,28222,29501,31109,32509,33494,34338,34198,33139
2015-09-19,31513,30739,29162,27248,24981,23317,22330,21639,21102,20957,21007,21247,20564,21376,23240,25501,27277,29033,30891,32346,33557,34370,34446,33559
2015-09-20,31932,31072,29350,27259,25233,23236,22522,21988,21220,20725,20738,20781,20416,20846,22876,25216,27473,29584,31822,33629,34888,35133,35269,34416
2015-09-21,33504,33188,31427,28978,26748,24639,23733,22788,22293,22575,23491,25195,26422,26295,26618,27666,28675,29355,30003,30374,30737,30700,30463,29942
2015-09-22,30043,30404,29018,26816,24983,23110,22103,21468,20996,21047,21955,23965,25107,24920,25614,26520,27442,28425,29512,30472,31006,31316,31211,30722
2015-09-23,30430,30780,29389,27116,25024,23420,22538,21829,21625,21663,22541,23737,24864,24803,25275,26357,27616,28882,29900,31312,31769,32611,32786,32109
2015-09-24,31460,31425,29624,27492,25140,23624,22799,22285,21853,21698,22648,24303,25346,24693,25487,26286,27197,27758,28491,28949,29307,29299,29019,28657
2015-09-25,28554,28553,27292,25373,23307,22052,21641,21068,20719,20760,21520,22894,23538,23734,24317,24937,25471,25850,26391,26830,27187,27258,27163,26626
2015-09-26,26555,26604,25659,24247,23108,21723,20794,20255,19794,19977,19825,20174,20468,21172,22580,23572,24430,25337,26041,26514,26772,26932,26959,26617
2015-09-27,26493,26648,25743,24353,22896,21734,20885,20205,19648,19909,20021,20202,20323,21154,22629,23256,23836,24429,24631,24832,24877,24985,25241,25470
2015-09-28,26233,26800,25909,24337,22526,21451,20913,20789,20496,20633,21450,23315,25160,25128,25664,26424,26973,27351,27676,27861,27962,27877,28012,28207
2015-09-29,29033,29263,28222,26601,24285,23045,22795,22618,22246,22326,23279,24934,25803,26061,26741,27563,28328,28966,29673,30250,30729,31156,31276,31077
2015-09-30,31424,31359,30339,27959,25792,24445,23677,22906,22468,22369,22947,25017,25953,26043,26751,27792,29204,30554,32019,33216,33584,33828,33453,32353
2015-10-01,31755,31557,29947,27594,25480,23955,22974,22316,21922,21887,22648,24375,25584,25248,25545,25978,26006,26602,26909,26610,26867,26746,26543,26394
2015-10-02,27130,27296,26283,24613,23100,22023,20946,20242,19805,19853,20651,22689,23706,23791,23845,24157,24352,24400,24296,24168,23977,23681,23438,23449
2015-10-03,23917,24020,23467,22305,21122,19907,19166,19092,18711,18572,18832,19358,20119,20586,21456,21802,22201,22272,22129,22015,21802,21576,21618,21884
2015-10-04,22677,22942,22316,21149,20015,18838,18547,18323,18403,18287,18361,18727,18880,19176,20274,21020,21291,21464,21616,21791,21904,22232,22462,22797
2015-10-05,23823,24431,23550,22150,20734,19598,18945,18671,18353,18612,19620,21637,22841,23028,23600,24265,24907,25272,25649,25718,25870,26022,26104,26285
2015-10-06,27131,27278,26295,24408,22656,21172,20312,19488,19272,19426,20465,21926,23917,23839,24013,24658,25064,25538,26411,26916,27968,28329,28440,28229
2015-10-07,28625,28544,27292,25149,22969,21256,20549,19906,19428,19478,20110,22068,23262,23335,23955,24962,25952,26999,28166,29222,29585,30148,30673,29476
2015-10-08,29584,29197,27712,25578,23833,21684,20674,19826,19458,19456,20266,21980,23526,23562,24128,25179,26192,27225,28479,29782,30180,30656,30334,29852
