date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-09-16,34374,33448,33077,31445,29102,26725,25151,24129,23474,23024,23029,23893,25923,26920,27832,29259,31186,33057,34935,36667,37786,38609,39021,38545
2015-09-17,37445,36234,35545,33696,31058,28544,26774,25591,24809,24277,24187,25062,27051,28054,29075,30724,32489,34132,35749,37384,38443,39265,39630,39045
2015-09-18,37767,36661,35910,33975,31318,28728,26809,25474,24581,24000,23883,24552,26362,27432,28181,29437,30824,31989,32864,33681,34189,34380,34250,33476
2015-09-19,32024,30859,30109,28631,26788,24833,23287,22186,21387,20850,20623,20801,21314,21476,22308,23250,24079,24817,25472,26116,26664,27110,27438,27324
2015-09-20,26645,26242,26113,25129,23852,22466,21285,20467,19901,19541,19380,19445,19757,20024,20882,21977,22852,23580,24331,25017,25583,26062,26506,26733
2015-09-21,26501,26586,26638,25607,23917,22253,21045,20463,20064,19862,20142,21074,23174,24326,24904,25717,26779,27854,29008,30221,31191,32063,32646,32542
2015-09-22,31863,31363,31020,29444,27168,24936,23361,22351,21711,21345,21407,22328,24291,25308,26020,27080,28514,30032,31682,33372,34422,35136,35360,34631
2015-09-23,33506,32866,32210,30464,28074,25806,24081,22963,22216,21740,21736,22658,24625,25601,26176,27100,28193,29378,30664,31842,32446,32926,33054,32499
2015-09-24,31507,31049,30494,28907,26751,24599,23156,22173,21478,21194,21250,22227,24291,25427,25759,26529,27700,28854,30074,31347,32189,32825,33086,32581
2015-09-25,31520,31085,30561,28944,26779,24593,23032,22010,21337,20971,21069,21916,23836,24745,25357,26582,27949,29301,30692,32048,32875,33470,33662,32987
2015-09-26,31441,30187,29226,27673,25898,23986,22485,21399,20625,20155,19956,20200,20655,20978,21909,23191,24573,25852,27251,28482,29486,30257,30606,30351
2015-09-27,29224,28297,27567,26115,24528,22919,21594,20623,19949,19481,19316,19385,19612,19826,20805,22219,23472,24977,26530,28004,29164,30093,30693,30812
2015-09-28,30061,29393,28595,26880,25129,23123,21681,20785,20273,20002,20198,21205,23261,24391,24922,26105,27584,29091,30652,32159,33113,33826,34288,33877
2015-09-29,32737,32011,31047,29182,26749,24455,22784,21731,21050,20615,20711,21580,23569,24642,25205,26226,27410,28589,29693,30733,31327,31725,31847,31207
2015-09-30,30250,29867,29285,27668,25501,23473,22106,21316,20720,20419,20585,21425,23329,24403,24607,25221,25933,26648,27305,28095,28703,29148,29519,29228
2015-10-01,28405,28310,27750,26340,24273,22857,23579,22845,22313,22069,22187,23119,25171,26413,26597,27062,27633,28146,28550,29114,29508,29833,29993,29594
2015-10-02,28966,29235,28932,27574,25611,23681,22424,21695,21243,21049,21236,22209,24358,25589,25862,26304,26728,26893,27079,27412,27517,27742,27795,27373
2015-10-03,26666,26913,26513,25601,24459,22995,21988,21213,20794,20599,20589,20987,21768,22391,23207,23875,24273,24446,24530,24655,24755,24867,25023,25073
2015-10-04,24899,25612,25396,24627,23523,22303,21283,20579,20195,19993,19977,20249,20833,21306,22145,22975,23397,23800,24152,24383,24653,24968,25396,25735
2015-10-05,25877,26746,26474,25365,23820,22314,21360,20833,20563,20531,20859,22081,24342,25916,26122,26564,26991,27151,27176,27359,27319,27246,27273,27119
2015-10-06,27175,27980,27804,26643,24868,23212,22224,21636,21302,21174,21439,22477,24653,26170,26312,26759,27260,27618,28114,28804,29375,29763,30105,29973
2015-10-07,29534,29946,29566,28113,26064,24090,22785,22013,21564,21395,21624,22701,24900,26138,26400,27104,28116,28780,29585,30478,31118,31461,31564,31262
2015-10-08,30723,30997,30312,28813,26756,24720,23354,22525,21976,21692,21878,22873,25089,26514,26827,27629,28727,29804,30897,32022,32770,33254,33382,32864
