date,Peak Demand (MW)
2017-02-18,2717
2017-02-19,2659
2017-02-20,2885
2017-02-21,2951
2017-02-22,3031
2017-02-23,3089
2017-02-24,3122
2017-02-25,3064
2017-02-26,2821
2017-02-27,3060
2017-02-28,3183
2017-03-01,2955
2017-03-02,2929
2017-03-03,2985
2017-03-04,2851
2017-03-05,2765
2017-03-06,3102
2017-03-07,3136
2017-03-08,3057
2017-03-09,3002
2017-03-10,2835
2017-03-11,2635
2017-03-12,2504
2017-03-13,2624
2017-03-14,2722
2017-03-15,2642
2017-03-16,2830
2017-03-17,2822
2017-03-18,2712
2017-03-19,2603
2017-03-20,2783
2017-03-21,2790
2017-03-22,2649
2017-03-23,2846
2017-03-24,2712
2017-03-25,2571
2017-03-26,2533
2017-03-27,2648
2017-03-28,2669
2017-03-29,2647
2017-03-30,2662
2017-03-31,2645
2017-04-01,2379
2017-04-02,2286
2017-04-03,2804
2017-04-04,2685
2017-04-05,2601
2017-04-06,2642
2017-04-07,2523
2017-04-08,2441
2017-04-09,2492
2017-04-10,2738
2017-04-11,2791
2017-04-12,2609
2017-04-13,2693
2017-04-14,2669
2017-04-15,2454
2017-04-16,2296
2017-04-17,2512
2017-04-18,2531
2017-04-19,2559
2017-04-20,2600
2017-04-21,2661
2017-04-22,2307
2017-04-23,2286
2017-04-24,2660
2017-04-25,2602
2017-04-26,2616
2017-04-27,2671
2017-04-28,2648
2017-04-29,2297
2017-04-30,2221
2017-05-01,2602
2017-05-02,2568
2017-05-03,2499
2017-05-04,2779
2017-05-05,2805
2017-05-06,2249
2017-05-07,2146
2017-05-08,2405
2017-05-09,2390
2017-05-10,2466
2017-05-11,2439
2017-05-12,2461
2017-05-13,2415
2017-05-14,2268
2017-05-15,2476
2017-05-16,2705
2017-05-17,2814
2017-05-18,2457
2017-05-19,2400
2017-05-20,2457
2017-05-21,2347
2017-05-22,3088
2017-05-23,3250
2017-05-24,3024
2017-05-25,2311
2017-05-26,2601
2017-05-27,2698
2017-05-28,2787
2017-05-29,2631
2017-05-30,2444
2017-05-31,2429
2017-06-01,2447
2017-06-02,2505
2017-06-03,2494
2017-06-04,2117
2017-06-05,2444
2017-06-06,2693
2017-06-07,2883
2017-06-08,2601
2017-06-09,2343
2017-06-10,2253
2017-06-11,2107
2017-06-12,2425
2017-06-13,2399
2017-06-14,2356
2017-06-15,2379
2017-06-16,2638
2017-06-17,2306
2017-06-18,2383
2017-06-19,3269
2017-06-20,3351
2017-06-21,2904
2017-06-22,2719
2017-06-23,3098
2017-06-24,3223
2017-06-25,3509
2017-06-26,3578
2017-06-27,2984
2017-06-28,2705
2017-06-29,2634
2017-06-30,3061
2017-07-01,3078
2017-07-02,2434
2017-07-03,2677
2017-07-04,2540
2017-07-05,3191
2017-07-06,3318
2017-07-07,3257
2017-07-08,2516
2017-07-09,2753
2017-07-10,2814
2017-07-11,2881
2017-07-12,2877
2017-07-13,2966
2017-07-14,2862
2017-07-15,2971
2017-07-16,2702
2017-07-17,2655
2017-07-18,2826
2017-07-19,2986
2017-07-20,2948
2017-07-21,2809
2017-07-22,2977
2017-07-23,3157
2017-07-24,3068
2017-07-25,3296
2017-07-26,3354
2017-07-27,3274
2017-07-28,2792
2017-07-29,2863
2017-07-30,2876
2017-07-31,3304
2017-08-01,3587
2017-08-02,3950
2017-08-03,4002
2017-08-04,4023
2017-08-05,3755
2017-08-06,3141
2017-08-07,3516
2017-08-08,3654
2017-08-09,3701
2017-08-10,3787
2017-08-11,3615
2017-08-12,3421
2017-08-13,2673
2017-08-14,2509
2017-08-15,2675
2017-08-16,2915
2017-08-17,3052
2017-08-18,2976
2017-08-19,2965
2017-08-20,2615
2017-08-21,2945
2017-08-22,3263
2017-08-23,3404
2017-08-24,3016
2017-08-25,2770
2017-08-26,2738
2017-08-27,3008
2017-08-28,3649
2017-08-29,3763
2017-08-30,3379
2017-08-31,3074
2017-09-01,3213
2017-09-02,3346
2017-09-03,3405
2017-09-04,3361
2017-09-05,3563
2017-09-06,3667
2017-09-07,3149
2017-09-08,3217
2017-09-09,2715
2017-09-10,2630
2017-09-11,3050
2017-09-12,3260
2017-09-13,3262
2017-09-14,2630
2017-09-15,2616
2017-09-16,2554
2017-09-17,2289
2017-09-18,2409
2017-09-19,2475
2017-09-20,2461
2017-09-21,2461
2017-09-22,2439
2017-09-23,2314
2017-09-24,2196
2017-09-25,2400
2017-09-26,2565
2017-09-27,2756
2017-09-28,2890
2017-09-29,2952
2017-09-30,2351
2017-10-01,2211
2017-10-02,2415
2017-10-03,2499
2017-10-04,2502
2017-10-05,2489
2017-10-06,2485
2017-10-07,2354
2017-10-08,2228
2017-10-09,2539
2017-10-10,2543
2017-10-11,2618
2017-10-12,2629
2017-10-13,2609
2017-10-14,2528
2017-10-15,2374
2017-10-16,2654
2017-10-17,2625
2017-10-18,2637
2017-10-19,2561
2017-10-20,2636
2017-10-21,2537
2017-10-22,2474
2017-10-23,2552
2017-10-24,2564
2017-10-25,2555
2017-10-26,2554
2017-10-27,2489
2017-10-28,2400
2017-10-29,2240
2017-10-30,2521
2017-10-31,2750
2017-11-01,2603
2017-11-02,2629
2017-11-03,2707
2017-11-04,2686
2017-11-05,2617
2017-11-06,2757
2017-11-07,2918
2017-11-08,3039
2017-11-09,3052
2017-11-10,2815
2017-11-11,2666
2017-11-12,2480
2017-11-13,2578
2017-11-14,2814
2017-11-15,2809
2017-11-16,2923
2017-11-17,2944
2017-11-18,2803
2017-11-19,2679
2017-11-20,2792
2017-11-21,2798
2017-11-22,2773
2017-11-23,2647
2017-11-24,2315
2017-11-25,2543
2017-11-26,2650
2017-11-27,2770
2017-11-28,2946
2017-11-29,3044
2017-11-30,2945
2017-12-01,3044
2017-12-02,2863
2017-12-03,2810
2017-12-04,2904
2017-12-05,3009
2017-12-06,3078
2017-12-07,3057
2017-12-08,3170
2017-12-09,3121
2017-12-10,3032
2017-12-11,3340
2017-12-12,3377
2017-12-13,3342
2017-12-14,3278
2017-12-15,3304
2017-12-16,3262
2017-12-17,2920
2017-12-18,2862
2017-12-19,2981
2017-12-20,3085
2017-12-21,3296
2017-12-22,3355
2017-12-23,3174
2017-12-24,3204
2017-12-25,3196
2017-12-26,3183
2017-12-27,3395
2017-12-28,3243
2017-12-29,3105
2017-12-30,2841
2017-12-31,2695
2018-01-01,2897
2018-01-02,3097
2018-01-03,3305
2018-01-04,3271
2018-01-05,3148
2018-01-06,2946
2018-01-07,2745
2018-01-08,2885
2018-01-09,3023
2018-01-10,2993
2018-01-11,3004
2018-01-12,2917
2018-01-13,2763
2018-01-14,2501
2018-01-15,2732
2018-01-16,2913
2018-01-17,2836
2018-01-18,2857
2018-01-19,2984
2018-01-20,2882
2018-01-21,2724
2018-01-22,2877
2018-01-23,2990
2018-01-24,3009
2018-01-25,3003
2018-01-26,3062
2018-01-27,2962
2018-01-28,2669
2018-01-29,2675
2018-01-30,2902
2018-01-31,2911
2018-02-01,2952
2018-02-02,2919
2018-02-03,2619
2018-02-04,2481
2018-02-05,2649
2018-02-06,2835
2018-02-07,2840
2018-02-08,2812
2018-02-09,2767
2018-02-10,2729
2018-02-11,2627
2018-02-12,3051
